,ts_code,symbol,name,area,industry,fullname,enname,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
2091,300706.SZ,300706,阿石创,福建,元器件,福建阿石创新材料股份有限公司,"Fujian Acetron New Materials Co.,Ltd",创业板,SZSE,CNY,L,20170926,,N
2092,300707.SZ,300707,威唐工业,江苏,专用机械,无锡威唐工业技术股份有限公司,"Vt Industrial Technology Co., Ltd",创业板,SZSE,CNY,L,20171010,,N
2093,300708.SZ,300708,聚灿光电,江苏,半导体,聚灿光电科技股份有限公司,"Focus Lightings Tech Co.,Ltd.",创业板,SZSE,CNY,L,20171016,,N
2094,300709.SZ,300709,精研科技,江苏,元器件,江苏精研科技股份有限公司,"Jiangsu Gian Technology Co., Ltd.",创业板,SZSE,CNY,L,20171019,,N
2095,300710.SZ,300710,万隆光电,浙江,通信设备,杭州万隆光电设备股份有限公司,"Hangzhou Prevail Optoelectronic Equipment Co.,Ltd.",创业板,SZSE,CNY,L,20171019,,N
2096,300711.SZ,300711,广哈通信,广东,通信设备,广州广哈通信股份有限公司,Ght Co. Ltd.,创业板,SZSE,CNY,L,20171101,,N
2097,300712.SZ,300712,永福股份,福建,建筑工程,福建永福电力设计股份有限公司,"Fujian Yongfu Power Engineering Co.,Ltd",创业板,SZSE,CNY,L,20171031,,N
2098,300713.SZ,300713,英可瑞,深圳,电气设备,深圳市英可瑞科技股份有限公司,"Shenzhen Increase Technology Co., Ltd",创业板,SZSE,CNY,L,20171101,,N
2099,300715.SZ,300715,凯伦股份,江苏,其他建材,江苏凯伦建材股份有限公司,"Jiangsu Canlon Building Materials Co.,Ltd.",创业板,SZSE,CNY,L,20171026,,N
2100,300716.SZ,300716,国立科技,广东,塑料,广东国立科技股份有限公司,"GUANGDONG GUOLI SCI&TECH CO.,LTD.",创业板,SZSE,CNY,L,20171109,,N
2101,300717.SZ,300717,华信新材,江苏,塑料,江苏华信新材料股份有限公司,"Jiangsu Huaxin New Material Co.,Ltd.",创业板,SZSE,CNY,L,20171106,,N
2102,300718.SZ,300718,长盛轴承,浙江,机械基件,浙江长盛滑动轴承股份有限公司,"Zhejiang Changsheng Sliding Bearings Co.,Ltd.",创业板,SZSE,CNY,L,20171106,,N
2103,300719.SZ,300719,安达维尔,北京,航空,北京安达维尔科技股份有限公司,"Beijing Andawell Science & Technology Co.,Ltd.",创业板,SZSE,CNY,L,20171109,,N
2104,300720.SZ,300720,海川智能,广东,电器仪表,广东海川智能机器股份有限公司,"Guangdong High Dream Intellectualized Machinery Co., Ltd.",创业板,SZSE,CNY,L,20171106,,N
2105,300721.SZ,300721,怡达股份,江苏,化工原料,江苏怡达化学股份有限公司,"Jiangsu Yida Chemical Co.,Ltd.",创业板,SZSE,CNY,L,20171115,,N
2106,300722.SZ,300722,新余国科,江西,专用机械,江西新余国科科技股份有限公司,"Jiangxi Xinyu Guoke Technology Co.,Ltd",创业板,SZSE,CNY,L,20171110,,N
2107,300723.SZ,300723,一品红,广东,化学制药,一品红药业股份有限公司,"Yipinhong Pharmaceutical Co., Ltd",创业板,SZSE,CNY,L,20171116,,S
2108,300724.SZ,300724,捷佳伟创,深圳,专用机械,深圳市捷佳伟创新能源装备股份有限公司,Shenzhen S.C New Energy Technology Corporation,创业板,SZSE,CNY,L,20180810,,S
2109,300725.SZ,300725,药石科技,江苏,化工原料,南京药石科技股份有限公司,"Pharmablock Sciences (Nanjing), Inc.",创业板,SZSE,CNY,L,20171110,,S
2110,300726.SZ,300726,宏达电子,湖南,元器件,株洲宏达电子股份有限公司,"Zhuzhou Hongda Electronics Corp.,Ltd",创业板,SZSE,CNY,L,20171121,,S
2111,300727.SZ,300727,润禾材料,浙江,化工原料,宁波润禾高新材料科技股份有限公司,"Ningbo Runhe High-Tech Materials Co.,Ltd.",创业板,SZSE,CNY,L,20171127,,N
2112,300729.SZ,300729,乐歌股份,浙江,家居用品,乐歌人体工学科技股份有限公司,Loctek Ergonomic Technology Corp.,创业板,SZSE,CNY,L,20171201,,N
2113,300730.SZ,300730,科创信息,湖南,软件服务,湖南科创信息技术股份有限公司,"Hunan Creator Information Technologies Co., Ltd.",创业板,SZSE,CNY,L,20171205,,N
2114,300731.SZ,300731,科创新源,深圳,橡胶,深圳科创新源新材料股份有限公司,"Shenzhen Cotran New Material Co., Ltd.",创业板,SZSE,CNY,L,20171208,,N
2115,300732.SZ,300732,设研院,河南,建筑工程,河南省交通规划设计研究院股份有限公司,"Henan Provincial Communications Planning & Design Institute Co., Ltd",创业板,SZSE,CNY,L,20171212,,N
2116,300733.SZ,300733,西菱动力,四川,汽车配件,成都西菱动力科技股份有限公司,Chengdu Xiling Power Science & Technology Incorporated Company,创业板,SZSE,CNY,L,20180116,,N
2117,300735.SZ,300735,光弘科技,广东,通信设备,惠州光弘科技股份有限公司,"DBG Technology Co., Ltd.",创业板,SZSE,CNY,L,20171229,,S
2118,300736.SZ,300736,百邦科技,北京,通信设备,北京百华悦邦科技股份有限公司,Bybon Group Company Limited,创业板,SZSE,CNY,L,20180109,,N
2119,300737.SZ,300737,科顺股份,广东,其他建材,科顺防水科技股份有限公司,"Keshun Waterproof Technologies Co., Ltd.",创业板,SZSE,CNY,L,20180125,,N
2120,300738.SZ,300738,奥飞数据,广东,电信运营,广东奥飞数据科技股份有限公司,"Guangdong Aofei Data Technology Co., Ltd.",创业板,SZSE,CNY,L,20180119,,N
2121,300739.SZ,300739,明阳电路,深圳,元器件,深圳明阳电路科技股份有限公司,"Sunshine Global Circuits Co.,Ltd.",创业板,SZSE,CNY,L,20180201,,N
2122,300740.SZ,300740,御家汇,湖南,日用化工,御家汇股份有限公司,"Yujiahui Co., Ltd.",创业板,SZSE,CNY,L,20180208,,N
2123,300741.SZ,300741,华宝股份,西藏,食品,华宝香精股份有限公司,"Huabao Flavours & Fragrances Co.,Ltd",创业板,SZSE,CNY,L,20180301,,S
2124,300742.SZ,300742,越博动力,江苏,汽车配件,南京越博动力系统股份有限公司,"Nanjng YueBoo Power System Co., Ltd.",创业板,SZSE,CNY,L,20180508,,N
2125,300743.SZ,300743,天地数码,浙江,IT设备,杭州天地数码科技股份有限公司,"Hangzhou Todaytec Digital Co., Ltd",创业板,SZSE,CNY,L,20180427,,N
2126,300745.SZ,300745,欣锐科技,深圳,汽车配件,深圳欣锐科技股份有限公司,"Shinry Technologies Co.,Ltd",创业板,SZSE,CNY,L,20180523,,N
2127,300746.SZ,300746,汉嘉设计,浙江,建筑工程,汉嘉设计集团股份有限公司,"Hanjia Design Group Co.,Ltd.",创业板,SZSE,CNY,L,20180525,,N
2128,300747.SZ,300747,锐科激光,湖北,元器件,武汉锐科光纤激光技术股份有限公司,"Wuhan Raycus Fiber Laser Technologies Co., Ltd.",创业板,SZSE,CNY,L,20180625,,S
2129,300748.SZ,300748,金力永磁,江西,元器件,江西金力永磁科技股份有限公司,"Jl Mag Rare-Earth Co.,Ltd.",创业板,SZSE,CNY,L,20180921,,S
2130,300749.SZ,300749,顶固集创,广东,家居用品,广东顶固集创家居股份有限公司,"Guangdong Topstrong Living Innovation & Integration Co.,Ltd.",创业板,SZSE,CNY,L,20180925,,N
2131,300750.SZ,300750,宁德时代,福建,电气设备,宁德时代新能源科技股份有限公司,"Contemporary Amperex Technology Co., Limited",创业板,SZSE,CNY,L,20180611,,S
2132,300751.SZ,300751,迈为股份,江苏,专用机械,苏州迈为科技股份有限公司,"Suzhou Maxwell Technologies Co., Ltd",创业板,SZSE,CNY,L,20181109,,S
2133,300752.SZ,300752,隆利科技,深圳,元器件,深圳市隆利科技股份有限公司,"Shenzhen Longli Technology Co.,Ltd",创业板,SZSE,CNY,L,20181130,,N
2134,300753.SZ,300753,爱朋医疗,江苏,医疗保健,江苏爱朋医疗科技股份有限公司,"Jiangsu Apon Medical Technology Co., Ltd.",创业板,SZSE,CNY,L,20181213,,N
2135,300755.SZ,300755,华致酒行,云南,其他商业,华致酒行连锁管理股份有限公司,"Vats Liquor Chain Store Management Joint Stock Co., Ltd.",创业板,SZSE,CNY,L,20190129,,S
2136,300756.SZ,300756,中山金马,广东,专用机械,中山市金马科技娱乐设备股份有限公司,Golden Horse Technology Entertainment Corporation Limited,创业板,SZSE,CNY,L,20181228,,N
2137,300757.SZ,300757,罗博特科,江苏,专用机械,罗博特科智能科技股份有限公司,"RoboTechnik Intelligent Technology Co., LTD",创业板,SZSE,CNY,L,20190108,,N
2138,300758.SZ,300758,七彩化学,辽宁,染料涂料,鞍山七彩化学股份有限公司,"Anshan Hifichem Co.,Ltd.",创业板,SZSE,CNY,L,20190222,,N
2139,300759.SZ,300759,康龙化成,北京,化学制药,康龙化成(北京)新药技术股份有限公司,"Pharmaron Beijing Co., Ltd.",创业板,SZSE,CNY,L,20190128,,S
2140,300760.SZ,300760,迈瑞医疗,深圳,医疗保健,深圳迈瑞生物医疗电子股份有限公司,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",创业板,SZSE,CNY,L,20181016,,S
2141,300761.SZ,300761,立华股份,江苏,农业综合,江苏立华牧业股份有限公司,"JIANGSU LIHUA ANIMAL HUSBANDRY CO., LTD.",创业板,SZSE,CNY,L,20190218,,S
2142,300762.SZ,300762,上海瀚讯,上海,通信设备,上海瀚讯信息技术股份有限公司,"Jushri Technologies,Inc.",创业板,SZSE,CNY,L,20190314,,S
2143,300763.SZ,300763,锦浪科技,浙江,电气设备,宁波锦浪新能源科技股份有限公司,"Ningbo Ginlong Technologies Co., Ltd.",创业板,SZSE,CNY,L,20190319,,N
2144,300765.SZ,300765,新诺威,河北,食品,石药集团新诺威制药股份有限公司,"CSPC Innovation Pharmaceutical Co.,Ltd.",创业板,SZSE,CNY,L,20190322,,S
2145,300766.SZ,300766,每日互动,浙江,互联网,浙江每日互动网络科技股份有限公司,"Zhejiang Merit Interactive Network Technology Co.,Ltd.",创业板,SZSE,CNY,L,20190325,,S
2146,300767.SZ,300767,震安科技,云南,橡胶,震安科技股份有限公司,"QuakeSafe Technologies Co., Ltd.",创业板,SZSE,CNY,L,20190329,,N
2147,300768.SZ,300768,迪普科技,浙江,软件服务,杭州迪普科技股份有限公司,"Hangzhou DPtech Technologies Co.,Ltd.",创业板,SZSE,CNY,L,20190412,,S
2148,300769.SZ,300769,德方纳米,深圳,化工原料,深圳市德方纳米科技股份有限公司,"Shenzhen Dynanonic Co.,Ltd",创业板,SZSE,CNY,L,20190415,,N
2149,300770.SZ,300770,新媒股份,广东,影视音像,广东南方新媒体股份有限公司,"Guangdong South New Media Co.,Ltd",创业板,SZSE,CNY,L,20190419,,S
2150,300771.SZ,300771,智莱科技,深圳,IT设备,深圳市智莱科技股份有限公司,"Shenzhen Zhilai Sci and Tech Co., Ltd.",创业板,SZSE,CNY,L,20190422,,N
2151,300772.SZ,300772,运达股份,浙江,电气设备,浙江运达风电股份有限公司,"Zhejiang Windey Co.,Ltd",创业板,SZSE,CNY,L,20190426,,N
2152,300773.SZ,300773,拉卡拉,北京,软件服务,拉卡拉支付股份有限公司,"Lakala Payment Co.,Ltd.",创业板,SZSE,CNY,L,20190425,,S
2153,300775.SZ,300775,三角防务,陕西,航空,西安三角防务股份有限公司,"Xi'an Triangle Defense Co.,Ltd",创业板,SZSE,CNY,L,20190521,,N
2154,300776.SZ,300776,帝尔激光,湖北,专用机械,武汉帝尔激光科技股份有限公司,"Wuhan Dr Laser Technology Corp., Ltd",创业板,SZSE,CNY,L,20190517,,N
2155,300777.SZ,300777,中简科技,江苏,化纤,中简科技股份有限公司,"Sinofibers Technology Co.,Ltd.",创业板,SZSE,CNY,L,20190516,,N
2156,300778.SZ,300778,新城市,深圳,建筑工程,深圳市新城市规划建筑设计股份有限公司,"Shenzhen New Land Tool Planning & Architectural Design Co.,Ltd.",创业板,SZSE,CNY,L,20190510,,N
2157,300779.SZ,300779,惠城环保,山东,环境保护,青岛惠城环保科技股份有限公司,"Qingdao Huicheng Environmental Technology Co., Ltd.",创业板,SZSE,CNY,L,20190522,,N
2158,300780.SZ,300780,德恩精工,四川,机械基件,四川德恩精工科技股份有限公司,"Sichuan Dawn Precision Technology Co.,Ltd",创业板,SZSE,CNY,L,20190531,,N
2159,300781.SZ,300781,因赛集团,广东,广告包装,广东因赛品牌营销集团股份有限公司,"Guangdong Insight Brand Marketing Group Co.,Ltd.",创业板,SZSE,CNY,L,20190606,,N
2160,300782.SZ,300782,卓胜微,江苏,元器件,江苏卓胜微电子股份有限公司,Maxscend Microelectronics Company Limited,创业板,SZSE,CNY,L,20190618,,N
2161,300783.SZ,300783,三只松鼠,安徽,食品,三只松鼠股份有限公司,Three Squirrels Inc.,创业板,SZSE,CNY,L,20190712,,N
2162,300785.SZ,300785,值得买,北京,互联网,北京值得买科技股份有限公司,"Beijing Zhidemai Technology Co., Ltd.",创业板,SZSE,CNY,L,20190715,,N
2163,300786.SZ,300786,国林科技,山东,环境保护,青岛国林环保科技股份有限公司,"Qingdao Guolin Environmental Technology Co., Ltd.",创业板,SZSE,CNY,L,20190723,,N
2164,300787.SZ,300787,海能实业,江西,通信设备,安福县海能实业股份有限公司,Anfu CE LINK Limited,创业板,SZSE,CNY,L,20190815,,N
2165,300788.SZ,300788,中信出版,北京,出版业,中信出版集团股份有限公司,Citic Press Corporation,创业板,SZSE,CNY,L,20190705,,N
2166,300789.SZ,300789,唐源电气,四川,软件服务,成都唐源电气股份有限公司,"Chengdu TangYuan Electric Co.,Ltd.",创业板,SZSE,CNY,L,20190828,,N
2167,300790.SZ,300790,宇瞳光学,广东,电器仪表,东莞市宇瞳光学科技股份有限公司,"DongGuan YuTong Optical Technology Co.,Ltd.",创业板,SZSE,CNY,L,20190920,,N
2168,300791.SZ,300791,仙乐健康,广东,医疗保健,仙乐健康科技股份有限公司,"Sirio Pharma Co., Ltd.",创业板,SZSE,CNY,L,20190925,,N
2169,300792.SZ,300792,壹网壹创,浙江,互联网,杭州壹网壹创科技股份有限公司,Hangzhou Onechance Tech Corp.,创业板,SZSE,CNY,L,20190927,,N
2170,300793.SZ,300793,佳禾智能,广东,IT设备,佳禾智能科技股份有限公司,"Cosonic Intelligent Technologies Co., Ltd.",创业板,SZSE,CNY,L,20191018,,N
2171,300795.SZ,300795,米奥兰特,浙江,综合类,浙江米奥兰特商务会展股份有限公司,Zhejiang Meorient Commerce & Exhibition Inc.,创业板,SZSE,CNY,L,20191022,,N
2172,300796.SZ,300796,贝斯美,浙江,化工原料,绍兴贝斯美化工股份有限公司,"BSM Chemical Co.,Ltd.",创业板,SZSE,CNY,L,20191115,,N
2173,300797.SZ,300797,钢研纳克,北京,电器仪表,钢研纳克检测技术股份有限公司,"NCS Testing Technology CO.,LTD.",创业板,SZSE,CNY,L,20191101,,N
2174,300798.SZ,300798,锦鸡股份,江苏,染料涂料,江苏锦鸡实业股份有限公司,"JiangSu Jinji Industrial Co., Ltd.",创业板,SZSE,CNY,L,20191122,,N
2175,300799.SZ,300799,左江科技,北京,软件服务,北京左江科技股份有限公司,"Beijing Zuojiang Technology Co., Ltd",创业板,SZSE,CNY,L,20191029,,N
2176,300800.SZ,300800,力合科技,湖南,电器仪表,力合科技(湖南)股份有限公司,"Lihe Technology (Hunan) Co., Ltd.",创业板,SZSE,CNY,L,20191106,,N
2177,300801.SZ,300801,泰和科技,山东,化工原料,山东泰和水处理科技股份有限公司,"Shandong Taihe Water Treatment Technologies Co., Ltd.",创业板,SZSE,CNY,L,20191128,,N
2178,300802.SZ,300802,矩子科技,上海,IT设备,上海矩子科技股份有限公司,"Jutze Intelligent Technology Co., Ltd.",创业板,SZSE,CNY,L,20191114,,N
2179,300803.SZ,300803,指南针,北京,软件服务,北京指南针科技发展股份有限公司,"Beijing Compass Technology Development Co., Ltd.",创业板,SZSE,CNY,L,20191118,,N
2180,300805.SZ,300805,电声股份,广东,广告包装,广东电声市场营销股份有限公司,"Guangdong Brandmax Marketing Co.,Ltd.",创业板,SZSE,CNY,L,20191121,,N
2181,300806.SZ,300806,斯迪克,江苏,塑料,江苏斯迪克新材料科技股份有限公司,"Jiangsu Sidike New Materials Science & Technology Co., Ltd.",创业板,SZSE,CNY,L,20191125,,N
2182,300807.SZ,300807,天迈科技,河南,软件服务,郑州天迈科技股份有限公司,"Zhengzhou Tiamaes Technology Co., Ltd",创业板,SZSE,CNY,L,20191219,,N
2183,300808.SZ,300808,久量股份,广东,家用电器,广东久量股份有限公司,"Guangdong DP Co., Ltd.",创业板,SZSE,CNY,L,20191129,,N
2184,300809.SZ,300809,华辰装备,江苏,机床制造,华辰精密装备(昆山)股份有限公司,"Hiecise Precision Equipment Co.,Ltd.",创业板,SZSE,CNY,L,20191204,,N
2185,300810.SZ,300810,中科海讯,北京,软件服务,北京中科海讯数字科技股份有限公司,"Beijing Zhongkehaixun Digital S&T Co.,Ltd.",创业板,SZSE,CNY,L,20191206,,N
2186,600000.SH,600000,浦发银行,上海,银行,上海浦东发展银行股份有限公司,"Shanghai Pudong Development Bank Co.,Ltd.",主板,SSE,CNY,L,19991110,,H
2187,600004.SH,600004,白云机场,广东,机场,广州白云国际机场股份有限公司,Guangzhou Baiyun International Airport Company Limited,主板,SSE,CNY,L,20030428,,H
2188,600006.SH,600006,东风汽车,湖北,汽车整车,东风汽车股份有限公司,DongFeng Automobile Co.LT,主板,SSE,CNY,L,19990727,,N
2189,600007.SH,600007,中国国贸,北京,园区开发,中国国际贸易中心股份有限公司,"China World Trade Center Co.,Ltd.",主板,SSE,CNY,L,19990312,,H
2190,600008.SH,600008,首创股份,北京,环境保护,北京首创股份有限公司,"Beijing Capital Co., Ltd.",主板,SSE,CNY,L,20000427,,H
2191,600009.SH,600009,上海机场,上海,机场,上海国际机场股份有限公司,"Shanghai International Airport Co.,Ltd.",主板,SSE,CNY,L,19980218,,H
2192,600010.SH,600010,包钢股份,内蒙,普钢,内蒙古包钢钢联股份有限公司,"Inner Mongolia Baotou Steel Union Co.,Ltd",主板,SSE,CNY,L,20010309,,H
2193,600011.SH,600011,华能国际,北京,火力发电,华能国际电力股份有限公司,"Huaneng Power International,Inc.",主板,SSE,CNY,L,20011206,,H
2194,600012.SH,600012,皖通高速,安徽,路桥,安徽皖通高速公路股份有限公司,Anhui Expressway Company Limited,主板,SSE,CNY,L,20030107,,H
2195,600015.SH,600015,华夏银行,北京,银行,华夏银行股份有限公司,"Hua Xia Bank Co.,Limited",主板,SSE,CNY,L,20030912,,H
2196,600016.SH,600016,民生银行,北京,银行,中国民生银行股份有限公司,"China Minsheng Banking Corp., Ltd.",主板,SSE,CNY,L,20001219,,H
2197,600017.SH,600017,日照港,山东,港口,日照港股份有限公司,"Rizhao Port Co.,Ltd.",主板,SSE,CNY,L,20061017,,N
2198,600018.SH,600018,上港集团,上海,港口,上海国际港务(集团)股份有限公司,"Shanghai International Port (Group) Co., Ltd.",主板,SSE,CNY,L,20061026,,H
2199,600019.SH,600019,宝钢股份,上海,普钢,宝山钢铁股份有限公司,"Baoshan Iron & Steel Co.,Ltd.",主板,SSE,CNY,L,20001212,,H
2200,600020.SH,600020,中原高速,河南,路桥,河南中原高速公路股份有限公司,"Henan Zhongyuan Expressway Co.,Ltd.",主板,SSE,CNY,L,20030808,,H
2201,600021.SH,600021,上海电力,上海,火力发电,上海电力股份有限公司,"SHANGHAI ELECTRIC POWER CO.,LTD",主板,SSE,CNY,L,20031029,,H
2202,600022.SH,600022,山东钢铁,山东,普钢,山东钢铁股份有限公司,Shandong Iron and Steel Company Ltd,主板,SSE,CNY,L,20040629,,N
2203,600023.SH,600023,浙能电力,浙江,火力发电,浙江浙能电力股份有限公司,"Zhejiang Zheneng Electric Power CO.,LTD",主板,SSE,CNY,L,20131219,,N
2204,600025.SH,600025,华能水电,云南,水力发电,华能澜沧江水电股份有限公司,Huaneng Lancang River Hydropower Inc.,主板,SSE,CNY,L,20171215,,H
2205,600026.SH,600026,中远海能,上海,水运,中远海运能源运输股份有限公司,"COSCO SHIPPING Energy Transportation Co., Ltd.",主板,SSE,CNY,L,20020523,,H
2206,600027.SH,600027,华电国际,山东,火力发电,华电国际电力股份有限公司,Huadian Power International Corporation Limited,主板,SSE,CNY,L,20050203,,H
2207,600028.SH,600028,中国石化,北京,石油加工,中国石油化工股份有限公司,China Petroleum & Chemical Corporation,主板,SSE,CNY,L,20010808,,H
2208,600029.SH,600029,南方航空,广东,空运,中国南方航空股份有限公司,China Southern Airlines Company Limited,主板,SSE,CNY,L,20030725,,H
2209,600030.SH,600030,中信证券,深圳,证券,中信证券股份有限公司,CITIC Securities Company Limited,主板,SSE,CNY,L,20030106,,H
2210,600031.SH,600031,三一重工,北京,工程机械,三一重工股份有限公司,"Sany Heavy Industry Co.,Ltd.",主板,SSE,CNY,L,20030703,,H
2211,600033.SH,600033,福建高速,福建,路桥,福建发展高速公路股份有限公司,"Fujian Expressway Development Co.,Ltd",主板,SSE,CNY,L,20010209,,N
2212,600035.SH,600035,楚天高速,湖北,路桥,湖北楚天智能交通股份有限公司,"Hubei Chutian Smart Communication Co.,Ltd.",主板,SSE,CNY,L,20040310,,N
2213,600036.SH,600036,招商银行,深圳,银行,招商银行股份有限公司,"China Merchants Bank Co., Ltd.",主板,SSE,CNY,L,20020409,,H
2214,600037.SH,600037,歌华有线,北京,影视音像,北京歌华有线电视网络股份有限公司,"Beijing Gehua CATV Network Co.,Ltd.",主板,SSE,CNY,L,20010208,,N
2215,600038.SH,600038,中直股份,黑龙江,航空,中航直升机股份有限公司,AVICOPTER PLC.,主板,SSE,CNY,L,20001218,,H
2216,600039.SH,600039,四川路桥,四川,建筑工程,四川路桥建设集团股份有限公司,"Sichuan Road&Bridge Co.,Ltd",主板,SSE,CNY,L,20030325,,H
2217,600048.SH,600048,保利地产,广东,全国地产,保利发展控股集团股份有限公司,"Poly Developments and Holdings Group Co., Ltd.",主板,SSE,CNY,L,20060731,,H
2218,600050.SH,600050,中国联通,北京,电信运营,中国联合网络通信股份有限公司,China United Network Communications Limited,主板,SSE,CNY,L,20021009,,H
2219,600051.SH,600051,宁波联合,浙江,综合类,宁波联合集团股份有限公司,"Ningbo United Group Co.,Ltd.",主板,SSE,CNY,L,19970410,,N
2220,600052.SH,600052,浙江广厦,浙江,影视音像,浙江广厦股份有限公司,"Zhejiang Guangsha Co.,Ltd.",主板,SSE,CNY,L,19970415,,N
2221,600053.SH,600053,九鼎投资,江西,多元金融,昆吾九鼎投资控股股份有限公司,"Kunwu Jiuding Investment Holdings Co., Ltd",主板,SSE,CNY,L,19970418,,H
2222,600054.SH,600054,黄山旅游,安徽,旅游景点,黄山旅游发展股份有限公司,"Huangshan Tourism Development Co.,Ltd.",主板,SSE,CNY,L,19970506,,N
2223,600055.SH,600055,万东医疗,北京,医疗保健,北京万东医疗科技股份有限公司,"Beijing Wandong Medical Technology Co., Ltd.",主板,SSE,CNY,L,19970519,,N
2224,600056.SH,600056,中国医药,北京,医药商业,中国医药健康产业股份有限公司,"China Meheco Group Co., Ltd.",主板,SSE,CNY,L,19970515,,H
2225,600057.SH,600057,厦门象屿,福建,仓储物流,厦门象屿股份有限公司,"Xiamen Xiangyu Co., Ltd.",主板,SSE,CNY,L,19970604,,H
2226,600058.SH,600058,五矿发展,北京,商贸代理,五矿发展股份有限公司,"Minmetals Development Co.,Ltd",主板,SSE,CNY,L,19970528,,N
2227,600059.SH,600059,古越龙山,浙江,红黄酒,浙江古越龙山绍兴酒股份有限公司,"Zhejiang Guyuelongshan Shaoxing Wine Co.,Ltd",主板,SSE,CNY,L,19970516,,N
2228,600060.SH,600060,海信电器,山东,家用电器,海信视像科技股份有限公司,"Hisense Visual Technology Co.,Ltd.",主板,SSE,CNY,L,19970422,,N
2229,600061.SH,600061,国投资本,上海,证券,国投资本股份有限公司,"SDIC Capital Co., Ltd",主板,SSE,CNY,L,19970519,,H
2230,600062.SH,600062,华润双鹤,北京,化学制药,华润双鹤药业股份有限公司,"China Resources Double-Crane Pharmaceutical Co.,Ltd.",主板,SSE,CNY,L,19970522,,H
2231,600063.SH,600063,皖维高新,安徽,化纤,安徽皖维高新材料股份有限公司,"Anhui Wanwei Updated High-Tech Material Industry Co.,Ltd",主板,SSE,CNY,L,19970528,,N
2232,600064.SH,600064,南京高科,江苏,园区开发,南京高科股份有限公司,Nanjing Gaoke Company Limited,主板,SSE,CNY,L,19970506,,N
2233,600066.SH,600066,宇通客车,河南,汽车整车,郑州宇通客车股份有限公司,"Zhengzhou Yutong Bus Co.,Ltd.",主板,SSE,CNY,L,19970508,,H
2234,600067.SH,600067,冠城大通,福建,全国地产,冠城大通股份有限公司,"Citychamp Dartong Co.,Ltd.",主板,SSE,CNY,L,19970508,,N
2235,600068.SH,600068,葛洲坝,湖北,建筑工程,中国葛洲坝集团股份有限公司,China Gezhouba Group Company Limited,主板,SSE,CNY,L,19970526,,H
2236,600069.SH,600069,银鸽投资,河南,造纸,河南银鸽实业投资股份有限公司,"Henan Yinge Industrial Investment Co.,Ltd.",主板,SSE,CNY,L,19970430,,N
2237,600070.SH,600070,浙江富润,浙江,互联网,浙江富润股份有限公司,"Zhejiang Furun Co.,Ltd",主板,SSE,CNY,L,19970604,,N
2238,600071.SH,600071,凤凰光学,江西,元器件,凤凰光学股份有限公司,PHENIX OPTICS COMPANY LIMITED,主板,SSE,CNY,L,19970528,,N
2239,600072.SH,600072,中船科技,上海,船舶,中船科技股份有限公司,"CSSC Science & Technology Co., Ltd",主板,SSE,CNY,L,19970603,,H
2240,600073.SH,600073,上海梅林,上海,食品,上海梅林正广和股份有限公司,"Shanghai Maling Aquarius Co.,Ltd",主板,SSE,CNY,L,19970704,,H
2241,600075.SH,600075,新疆天业,新疆,化工原料,新疆天业股份有限公司,"Xinjiang Tianye Co.,Ltd.",主板,SSE,CNY,L,19970617,,N
2242,600076.SH,600076,康欣新材,山东,其他建材,康欣新材料股份有限公司,"Kangxin New Materials Co.,Ltd",主板,SSE,CNY,L,19970526,,N
2243,600077.SH,600077,宋都股份,浙江,全国地产,宋都基业投资股份有限公司,"Sundy Land Investment Co., Ltd",主板,SSE,CNY,L,19970520,,N
2244,600078.SH,600078,澄星股份,江苏,化工原料,江苏澄星磷化工股份有限公司,"Jiangsu Chengxing Phosph-Chemical Co.,Ltd",主板,SSE,CNY,L,19970627,,N
2245,600079.SH,600079,人福医药,湖北,化学制药,人福医药集团股份公司,"Humanwell Healthcare (Group) Co.,Ltd.",主板,SSE,CNY,L,19970606,,N
2246,600080.SH,600080,金花股份,陕西,中成药,金花企业(集团)股份有限公司,Ginwa Enterprise(Group)Inc.,主板,SSE,CNY,L,19970612,,N
2247,600081.SH,600081,东风科技,上海,汽车配件,东风电子科技股份有限公司,"Dongfeng Electronic Technology Co.,Ltd.",主板,SSE,CNY,L,19970703,,N
2248,600082.SH,600082,海泰发展,天津,园区开发,天津海泰科技发展股份有限公司,"Tianjin Hi-Tech Development Co.,Ltd.",主板,SSE,CNY,L,19970620,,N
2249,600083.SH,600083,博信股份,江苏,综合类,江苏博信投资控股股份有限公司,"Jiangsu Boxin Investing & Holdings Co.,Ltd",主板,SSE,CNY,L,19970606,,N
2250,600084.SH,600084,*ST中葡,新疆,红黄酒,中信国安葡萄酒业股份有限公司,"CITIC Guoan Wine Co.,Ltd",主板,SSE,CNY,L,19970711,,N
2251,600085.SH,600085,同仁堂,北京,中成药,北京同仁堂股份有限公司,"Beijing Tongrentang Co.,Ltd",主板,SSE,CNY,L,19970625,,H
2252,600086.SH,600086,东方金钰,湖北,服饰,东方金钰股份有限公司,"Eastern Gold Jade Co., Ltd",主板,SSE,CNY,L,19970606,,N
2253,600088.SH,600088,中视传媒,上海,影视音像,中视传媒股份有限公司,"China Television Media,Ltd.",主板,SSE,CNY,L,19970616,,N
